Date,Open,High,Low,Close,Adj_Close,Volume,Year,Month,Day,Weekday,Daily_Range,SMA_20,SMA_50,SMA_200,EMA_20,Daily_Return,Log_Return,Cumulative_Return,Rolling_Vol_20,Signal,Golden_Cross,Death_Cross
2018-01-29,95.14,95.45,93.72,93.92,86.1839,31569900,2018,1,29,Monday,1.73,,,,90.1447,-0.001488,-0.00149,0.092728,,SELL,0,0
2018-01-30,93.3,93.66,92.1,92.74,85.1011,38635100,2018,1,30,Tuesday,1.56,89.8285,,,90.3919,-0.012564,-0.012643,0.078999,,SELL,0,0
2018-01-31,93.75,95.4,93.51,95.01,87.1841,48756300,2018,1,31,Wednesday,1.89,90.2815,,,90.8317,0.024477,0.024182,0.105409,0.168648,SELL,0,0
2018-02-01,94.79,96.07,93.58,94.26,86.4959,47227900,2018,2,1,Thursday,2.49,90.677,,,91.1582,-0.007894,-0.007925,0.096683,0.174834,SELL,0,0
2018-02-02,93.64,93.97,91.5,91.78,84.2202,47867800,2018,2,2,Friday,2.47,90.9105,,,91.2174,-0.02631,-0.026663,0.067829,0.205053,SELL,0,0
2018-02-05,90.56,93.24,88.0,88.0,80.7515,51031500,2018,2,5,Monday,5.24,90.901,,,90.911,-0.041185,-0.042058,0.023851,0.25383,SELL,0,0
2018-02-06,86.89,91.48,85.25,91.33,83.8072,67998600,2018,2,6,Tuesday,6.23,91.0535,,,90.9509,0.037841,0.037143,0.062594,0.287219,SELL,0,0
2018-02-07,90.49,91.77,89.2,89.61,82.2289,41107600,2018,2,7,Wednesday,2.57,91.123,,,90.8232,-0.018833,-0.019012,0.042583,0.296425,SELL,0,0
2018-02-08,89.71,89.88,84.76,85.01,78.0078,55628700,2018,2,8,Thursday,5.12,90.9825,,,90.2696,-0.051334,-0.052698,-0.010937,0.349672,SELL,0,0
2018-02-09,86.3,88.93,83.83,88.18,80.9167,63499100,2018,2,9,Friday,5.1,90.9875,,,90.0706,0.03729,0.036611,0.025945,0.37561,SELL,0,0
2018-02-12,88.74,89.78,87.93,89.13,81.7884,35720300,2018,2,12,Monday,1.85,90.964,,,89.981,0.010773,0.010716,0.036997,0.372425,SELL,0,0
2018-02-13,88.93,90.0,87.8,89.83,82.4308,26407700,2018,2,13,Tuesday,2.2,91.038,,,89.9666,0.007854,0.007823,0.045142,0.369624,SELL,0,0
2018-02-14,88.51,90.99,88.41,90.81,83.7215,34960900,2018,2,14,Wednesday,2.58,91.0715,,,90.0469,0.010909,0.01085,0.056543,0.364649,SELL,0,0
2018-02-15,91.21,92.72,90.62,92.66,85.4271,27823900,2018,2,15,Thursday,2.1,91.1995,,,90.2958,0.020372,0.020167,0.078067,0.371267,SELL,0,0
2018-02-16,92.45,93.5,91.8,92.0,84.8186,30596900,2018,2,16,Friday,1.7,91.2995,,,90.4581,-0.007123,-0.007148,0.070388,0.372474,SELL,0,0
2018-02-20,91.48,93.06,91.01,92.72,85.4824,30911700,2018,2,20,Tuesday,2.05,91.355,,,90.6735,0.007826,0.007796,0.078765,0.368241,SELL,0,0
2018-02-21,92.98,93.36,91.49,91.49,84.3484,26922500,2018,2,21,Wednesday,1.87,91.3345,,,90.7513,-0.013266,-0.013355,0.064454,0.371482,SELL,0,0
2018-02-22,92.05,92.73,91.36,91.73,84.5697,24392800,2018,2,22,Thursday,1.37,91.33,,,90.8445,0.002623,0.00262,0.067246,0.371575,SELL,0,0
2018-02-23,93.6,94.07,92.36,94.06,86.7178,26329200,2018,2,23,Friday,1.71,91.4165,,,91.1507,0.025401,0.025083,0.094355,0.381894,SELL,0,0
2018-02-26,94.4,95.45,94.25,95.42,87.9716,30199800,2018,2,26,Monday,1.2,91.4845,,,91.5573,0.014459,0.014355,0.110179,0.379585,SELL,0,0
2018-02-27,95.74,95.84,94.2,94.2,86.8469,25869100,2018,2,27,Tuesday,1.64,91.4985,,,91.809,-0.012786,-0.012868,0.095984,0.382669,SELL,0,0
2018-02-28,94.84,95.71,93.63,93.77,86.4504,31167300,2018,2,28,Wednesday,2.08,91.55,,,91.9958,-0.004565,-0.004575,0.090981,0.380113,SELL,0,0
2018-03-01,93.99,94.57,91.84,92.85,85.6022,37135600,2018,3,1,Thursday,2.73,91.442,,,92.0771,-0.009811,-0.00986,0.080277,0.371198,SELL,0,0
2018-03-02,91.58,93.15,90.86,93.05,85.7866,32830400,2018,3,2,Friday,2.29,91.3815,,,92.1698,0.002154,0.002152,0.082604,0.370395,SELL,0,0
2018-03-05,92.34,94.27,92.26,93.64,86.3306,23901600,2018,3,5,Monday,2.01,91.4745,,,92.3098,0.006341,0.006321,0.089469,0.358011,SELL,0,0
2018-03-06,94.34,94.49,92.94,93.32,86.0356,22175800,2018,3,6,Tuesday,1.55,91.7405,,,92.406,-0.003417,-0.003423,0.085746,0.321923,SELL,0,0
2018-03-07,93.16,93.94,92.43,93.86,86.5334,26716100,2018,3,7,Wednesday,1.51,91.867,,,92.5445,0.005787,0.00577,0.092029,0.295079,SELL,0,0
2018-03-08,94.27,95.1,93.77,94.43,87.0589,25887800,2018,3,8,Thursday,1.33,92.108,,,92.7241,0.006073,0.006055,0.098661,0.285364,SELL,0,0
2018-03-09,95.29,96.54,95.0,96.54,89.0042,36937300,2018,3,9,Friday,1.54,92.6845,,,93.0875,0.022345,0.022099,0.123211,0.209939,SELL,0,0
2018-03-12,96.5,97.21,96.04,96.77,89.2162,26073700,2018,3,12,Monday,1.17,93.114,,,93.4382,0.002382,0.00238,0.125886,0.175733,SELL,0,0
2018-03-13,97.0,97.24,93.97,94.41,87.0405,35387800,2018,3,13,Tuesday,3.27,93.378,,,93.5308,-0.024388,-0.02469,0.098428,0.202017,SELL,0,0
2018-03-14,95.12,95.41,93.5,93.85,86.5242,32132000,2018,3,14,Wednesday,1.91,93.579,91.4058,,93.5612,-0.005932,-0.005949,0.091912,0.203507,BUY,1,0
2018-03-15,93.53,94.58,92.83,94.18,86.8284,27611000,2018,3,15,Thursday,1.75,93.7475,91.5704,,93.6201,0.003516,0.00351,0.095751,0.201021,BUY,0,0
2018-03-16,94.68,95.38,93.92,94.6,87.2156,49081300,2018,3,16,Friday,1.46,93.8445,91.7354,,93.7134,0.00446,0.00445,0.100638,0.189216,BUY,0,0
